id,url,subject,description,Category,,,,,,
openstack%2Fglance~master~I1852bf63f78b2d078126a939e30aabc996eede89,https://review.opendev.org/92193,Refactoring test on test_api,Refactoring test on test_api  Addition of function get_request_object_data() to remove the repeating lines in many methods.  recheck bug 1307344  This bug is an action item to track the review comment for https://review.openstack.org/#/c/64079/4 raised by Steve Kowalik.  Change-Id: I1852bf63f78b2d078126a939e30aabc996eede89 Partial-bug: #1264639,testing,,,,,,
openstack%2Fglance~master~I1852bf63f78b2d078126a939e30aabc996eede89,https://review.opendev.org/92193,Refactoring test on test_api,Refactoring test on test_api  Addition of function get_request_object_data() to remove the repeating lines in many methods.  recheck bug 1307344  This bug is an action item to track the review comment for https://review.openstack.org/#/c/64079/4 raised by Steve Kowalik.  Change-Id: I1852bf63f78b2d078126a939e30aabc996eede89 Partial-bug: #1264639,quality,,,,,,
openstack%2Fglance~master~Ia09f8132b12338badf07daf025830f2b1b1f96ee,https://review.opendev.org/92218,Refactoring test on test_api,Refactoring test on test_api  Addition of function get_response_object_data() to remove the repeating lines in many methods.The code had some spaces which got automatically added.The spaces have been removed  recheck bug 1307344  This bug is an action item to track the review comment for https://review.openstack.org/#/c/64079/4 raised by Steve Kowalik.  Change-Id: Ia09f8132b12338badf07daf025830f2b1b1f96ee Partial-bug: #1264639,testing,,,,,,
openstack%2Fglance~master~Ia09f8132b12338badf07daf025830f2b1b1f96ee,https://review.opendev.org/92218,Refactoring test on test_api,Refactoring test on test_api  Addition of function get_response_object_data() to remove the repeating lines in many methods.The code had some spaces which got automatically added.The spaces have been removed  recheck bug 1307344  This bug is an action item to track the review comment for https://review.openstack.org/#/c/64079/4 raised by Steve Kowalik.  Change-Id: Ia09f8132b12338badf07daf025830f2b1b1f96ee Partial-bug: #1264639,quality,,,,,,
openstack%2Ftempest~master~I36cb64f326025fd29bdbb72b2e4130fb89326ad7,https://review.opendev.org/92651,refactor out code duplication,refactor out code duplication  pull out the duplication of setup that was in all the test functions and put it in setup instead.  Change-Id: I36cb64f326025fd29bdbb72b2e4130fb89326ad7,testing,,,,,,
openstack%2Ftempest~master~I36cb64f326025fd29bdbb72b2e4130fb89326ad7,https://review.opendev.org/92651,refactor out code duplication,refactor out code duplication  pull out the duplication of setup that was in all the test functions and put it in setup instead.  Change-Id: I36cb64f326025fd29bdbb72b2e4130fb89326ad7,quality,,,,,,
osf%2Frefstack~master~I711fe828e129eeff4ce823242d175719890df8f5,https://review.opendev.org/81667,Refactor to use docker build-then-run logic.,"Refactor to use docker build-then-run logic.  Dockerfile should be built once, and run many times. This means that docker config should be passed in with ENV variables, following principles in 12 factors. Have refactored web interface to ALSO run tests using ENV, and added a kick.py script to run the docker w/o the web app.  Cherry pick of basic docker build-then-run logic.  Change-Id: Ib0a925f1f666e01e4805c47788a628e42ccb433d  Confirm that they've sourced credentials  Change-Id: Ib007ecb179c48f0dfc64d11fe720b801762c5690  Cherry-picked change to use env in all docker test runs  Change-Id: Ia88122d43ec7e073eb73406cd2ef346571ced60a  Make test execution use env variables and not argparse.  Change-Id: I0d25345cfb59997a2efba8f58a616d56d81fcab3  Kick.py needs the app context  Change-Id: I711fe828e129eeff4ce823242d175719890df8f5",testing,,,,,,
osf%2Frefstack~master~I711fe828e129eeff4ce823242d175719890df8f5,https://review.opendev.org/81667,Refactor to use docker build-then-run logic.,"Refactor to use docker build-then-run logic.  Dockerfile should be built once, and run many times. This means that docker config should be passed in with ENV variables, following principles in 12 factors. Have refactored web interface to ALSO run tests using ENV, and added a kick.py script to run the docker w/o the web app.  Cherry pick of basic docker build-then-run logic.  Change-Id: Ib0a925f1f666e01e4805c47788a628e42ccb433d  Confirm that they've sourced credentials  Change-Id: Ib007ecb179c48f0dfc64d11fe720b801762c5690  Cherry-picked change to use env in all docker test runs  Change-Id: Ia88122d43ec7e073eb73406cd2ef346571ced60a  Make test execution use env variables and not argparse.  Change-Id: I0d25345cfb59997a2efba8f58a616d56d81fcab3  Kick.py needs the app context  Change-Id: I711fe828e129eeff4ce823242d175719890df8f5",objective,,,,,,
jjb%2Fjenkins-job-builder~master~I6810973b4bed915886541307572c307fccc6997e,https://review.opendev.org/70563,Implements: Refactor of YamlParser.parse method,Implements: Refactor of YamlParser.parse method  I am proposing this change to allow the use case where the parse method can handle dynamically generated strings in addition to files.  The yaml.load() method can handle both strings and file handles. The current implementation of the YamlParser.parse method excludes strings. By removing the open() call in the the yaml.load method and moving it to the Buider.load_files method the YamlParser can support a broader set of use cases.  The test driver needed to be updated as well since it was loading files directly.  Change-Id: I6810973b4bed915886541307572c307fccc6997e,testing,,,,,,
jjb%2Fjenkins-job-builder~master~I6810973b4bed915886541307572c307fccc6997e,https://review.opendev.org/70563,Implements: Refactor of YamlParser.parse method,Implements: Refactor of YamlParser.parse method  I am proposing this change to allow the use case where the parse method can handle dynamically generated strings in addition to files.  The yaml.load() method can handle both strings and file handles. The current implementation of the YamlParser.parse method excludes strings. By removing the open() call in the the yaml.load method and moving it to the Buider.load_files method the YamlParser can support a broader set of use cases.  The test driver needed to be updated as well since it was loading files directly.  Change-Id: I6810973b4bed915886541307572c307fccc6997e,objective,,,,,,
airship%2Fairshipctl~master~I44acd3b581199acb4d1e816ff5026892215942b1,https://review.opendev.org/722684,Refactor proxy configuration,Refactor proxy configuration  Moved out proxy variables from roles into zuul.d/projects.yaml instead. This way it can be controlled from a centralized place.  Also added the proxy variable for local test scripts in to config_template.yaml.  Change-Id: I44acd3b581199acb4d1e816ff5026892215942b1,testing,,,,,,
airship%2Fairshipctl~master~I44acd3b581199acb4d1e816ff5026892215942b1,https://review.opendev.org/722684,Refactor proxy configuration,Refactor proxy configuration  Moved out proxy variables from roles into zuul.d/projects.yaml instead. This way it can be controlled from a centralized place.  Also added the proxy variable for local test scripts in to config_template.yaml.  Change-Id: I44acd3b581199acb4d1e816ff5026892215942b1,objective,,,,,,
airship%2Fairshipctl~master~I44acd3b581199acb4d1e816ff5026892215942b1,https://review.opendev.org/722684,Refactor proxy configuration,Refactor proxy configuration  Moved out proxy variables from roles into zuul.d/projects.yaml instead. This way it can be controlled from a centralized place.  Also added the proxy variable for local test scripts in to config_template.yaml.  Change-Id: I44acd3b581199acb4d1e816ff5026892215942b1,quality,,,,,,
x%2Fbilean~master~I0abfe4ae484fca9809be6a3210ff29af639bdace,https://review.opendev.org/636946,Refactor code to apply openstacksdk changes,Refactor code to apply openstacksdk changes  Since some changes appears on openstacksdk this project facing some unit test errors:  - openstack sdk profile remove - openstack sdk execptions changes  This commit try to follow these changes  Change-Id: I0abfe4ae484fca9809be6a3210ff29af639bdace,testing,,,,,,
x%2Fbilean~master~I0abfe4ae484fca9809be6a3210ff29af639bdace,https://review.opendev.org/636946,Refactor code to apply openstacksdk changes,Refactor code to apply openstacksdk changes  Since some changes appears on openstacksdk this project facing some unit test errors:  - openstack sdk profile remove - openstack sdk execptions changes  This commit try to follow these changes  Change-Id: I0abfe4ae484fca9809be6a3210ff29af639bdace,objective,,,,,,
openstack%2Ftaskflow~master~I493d7d1b09fd3cae1da3dcde76b707915d498a45,https://review.opendev.org/69169,Refactor tox-tmpl.ini,"Refactor tox-tmpl.ini  - drop unneeded '*-nosa' test envs; - move common sql deps to [testenv] section - instead of python-specific axes for SQLAlchemy, introduce new   axis -- mysql -- which defines which MySQL driver should be used   for testing.  Change-Id: I493d7d1b09fd3cae1da3dcde76b707915d498a45",integration,,,,,,
openstack%2Ftaskflow~master~I493d7d1b09fd3cae1da3dcde76b707915d498a45,https://review.opendev.org/69169,Refactor tox-tmpl.ini,"Refactor tox-tmpl.ini  - drop unneeded '*-nosa' test envs; - move common sql deps to [testenv] section - instead of python-specific axes for SQLAlchemy, introduce new   axis -- mysql -- which defines which MySQL driver should be used   for testing.  Change-Id: I493d7d1b09fd3cae1da3dcde76b707915d498a45",objective,,,,,,
openstack%2Ftempest~master~I51e7884fd24ae3d09889203691d43ab23f4d9ecf,https://review.opendev.org/59898,Refactors network scenario test to support more network tests,Refactors network scenario test to support more network tests  1. Adds a base network scenario test class. 2. Makes the network scenario basic test inherit from base class. 3. Moves the network scenario tests to network package.  Change-Id: I51e7884fd24ae3d09889203691d43ab23f4d9ecf,testing,,,,,,
openstack%2Ftempest~master~I51e7884fd24ae3d09889203691d43ab23f4d9ecf,https://review.opendev.org/59898,Refactors network scenario test to support more network tests,Refactors network scenario test to support more network tests  1. Adds a base network scenario test class. 2. Makes the network scenario basic test inherit from base class. 3. Moves the network scenario tests to network package.  Change-Id: I51e7884fd24ae3d09889203691d43ab23f4d9ecf,objective,,,,,,
openstack%2Ftempest~master~I33850b67d22e1acac208d2007854bddb05cbc94d,https://review.opendev.org/62838,Refactor FloatingIPCheckTracker in basic network scenario test,Refactor FloatingIPCheckTracker in basic network scenario test  Move floating IP check to base class manager.NetworkScenarioTest. Do the floating IP check as soon as the floating IP created to server.  Change-Id: I33850b67d22e1acac208d2007854bddb05cbc94d,testing,,,,,,
